Year,CC_count_pos,CO_count_pos,OC_count_pos,CC_count_neg,CO_count_neg,OC_count_neg,CC_avg_pos,CO_avg_pos,OC_avg_pos,CC_avg_neg,CO_avg_neg,OC_avg_neg,CC_max_return,CO_max_return,OC_max_return,CC_min_return,CO_min_return,OC_min_return,CC_median_return,CO_median_return,OC_median_return,CC_average_return,CO_average_return,OC_average_return,CC_stddev_return,CO_stddev_return,OC_stddev_return
2010,143,132,142,108,119,108,0.007500754187015424,0.005013248587092917,0.006002953272210746,-0.008663720460694616,-0.005064827195144576,-0.007184632745152731,0.0440409979489231,0.0408951585026226,0.0302143030648107,-0.0377594948106669,-0.0241388775064608,-0.0285566801464009,0.0006929834182494499,0.0003441170972502,0.0011333965868238999,0.0005433572975721701,0.00023426340188119227,0.00030348820705329804,0.011318019353951873,0.006928167876844136,0.008644245493561542
2011,133,129,135,119,121,116,0.009819557754911355,0.00623620542988854,0.006833264581606617,-0.010768920636533596,-0.006253484198082377,-0.008095692885333013,0.0464992082787287,0.0286546832533491,0.0368250846327655,-0.0651232476314123,-0.0293593477239835,-0.0397741970765669,0.0007721525451994001,0.00027313268172,0.00056756345131425,9.722073672901691e-05,0.00018967822415735726,-6.591133405450753e-05,0.014495868889133054,0.008856852305843576,0.010198823482865963
2012,136,131,135,112,119,112,0.00598365688459786,0.003802071346586052,0.00478294397855689,-0.006064742720531734,-0.0038501263718838685,-0.004908710104677813,0.0249266735803688,0.0189593208258625,0.01969067684298,-0.0251768276250119,-0.0203279840649112,-0.0235918384152278,0.000422321285047,0.00025399149258645,0.0006201349441285,0.0005381046064230192,0.0001596252325943699,0.0003836876215250605,0.008063726530216545,0.005213005366048067,0.006387813476978208
2013,145,139,153,104,111,99,0.005624722853489248,0.003000272615276399,0.0038572595507050237,-0.005281810383664361,-0.0029188610700654513,-0.004445054976382502,0.0256301790788839,0.0116229683429319,0.0157738648644822,-0.0247782387725603,-0.0122546108984329,-0.0237830358820965,0.0013140628545613002,0.0005060611082516,0.0009043042291585501,0.0010566529121224107,0.00036922347121489833,0.0005956359864920674,0.0070117760658917295,0.003950061384923534,0.005492197621710649
2014,147,143,140,105,107,111,0.004891969246577381,0.0028072629767798064,0.003982369998954674,-0.005769366569864971,-0.0028677046516240156,-0.004781871509759466,0.0247287063739001,0.0146192195112877,0.0175352712590293,-0.0225053017828582,-0.0180764643543607,-0.0213519302449482,0.00090103392753535,0.000445667475802,0.0005813387647466001,0.00044974598972640124,0.00037537384109421676,0.00010612723123156174,0.007108617227801048,0.003930014701376914,0.005973229626013281
2015,121,124,125,131,127,124,0.0074889955979987,0.004223808875850791,0.005366291341190002,-0.0068871948643075285,-0.004223864970762834,-0.0054391385800520945,0.0383937751768588,0.031292837339215,0.0275596543699821,-0.0421068682907279,-0.052267079018282,-0.0417540229705567,-0.0002721286202754,-9.473930341994195e-05,0.0,1.5658492593478165e-05,-5.0311709053102785e-05,-1.4550659832180059e-05,0.009811369324820287,0.0067562989929137425,0.007367501143498963
2016,136,129,139,115,113,112,0.005781522978416429,0.003386395767195591,0.004562897148770051,-0.005961742745279585,-0.004105150618966335,-0.004314925437533062,0.0243773496667167,0.0165514826583198,0.0220570164344948,-0.0359090752483199,-0.0340590710067514,-0.0289020067132395,0.00046455561720235,0.00014199989987125,0.00067908716903995,0.00039955043395826156,-0.00010728954751970128,0.0005990914868068818,0.00827384645446904,0.005410411709329864,0.006107561549696031
2017,141,142,134,109,96,113,0.003373306811018401,0.002160523210261557,0.0024603237377309683,-0.002716697569776949,-0.0019526204648784636,-0.002412311035369527,0.0139975368609417,0.0110405233740663,0.0087881125485958,-0.0177440622890102,-0.0082528347281843,-0.0177440622890102,0.0005048387225166,0.0004178933490719,0.0001764823355114,0.0007152040846530164,0.00047546904872035285,0.0002274590990406101,0.004265297677283199,0.002533410957206523,0.0034450879406333844
2018,132,140,127,117,111,122,0.006907766726221398,0.0039513996100355815,0.0057373839654561954,-0.008228970241898384,-0.004063638761346745,-0.007380028400864233,0.0505248635440735,0.0169011109196232,0.043268175625124,-0.0418225413712867,-0.0160221519787812,-0.0387299149456761,0.0002929589152227,0.0005147219104933,3.569307351967875e-05,-0.0002030450615174757,0.0004069005693047516,-0.0006841262999701186,0.010792815906643709,0.005403786184200379,0.009711851435495798
2019,149,148,138,103,103,112,0.005685660850926921,0.003625947525646305,0.004259221412235658,-0.005691251704096613,-0.00380339675000308,-0.004030151722703409,0.0334957309319656,0.0138405042017121,0.0193869022285018,-0.0300730911756202,-0.0197153507651797,-0.0208648667814205,0.00081711125352305,0.00075653107353535,0.000615801204986,0.0010355735764530165,0.0005749617799418091,0.0005412522299434084,0.007906030896369364,0.004901396834315163,0.005728454394084825
2020,146,144,147,107,109,105,0.012266402533478651,0.008448253638830651,0.007416268404262621,-0.014806746539246898,-0.009816219108932088,-0.009889670176686731,0.0906032618288468,0.0603764285626867,0.0468099059577461,-0.1094237354049448,-0.1044854221118498,-0.0566115358786333,0.0022598570981489,0.0018165489727226,0.0014315339005185,0.000816493637108557,0.0005793701229961108,0.00020464856472133898,0.021111334867473894,0.015541293099225917,0.012206047264204493
2021,146,154,137,106,98,114,0.006309213137216572,0.0034602369220060303,0.0048468434829557665,-0.00635069366793465,-0.003902282084573786,-0.00498374898006931,0.0242401976437693,0.0137501608679842,0.0154934885584109,-0.0244404613824504,-0.0151244164676865,-0.0241313887335377,0.00133638766796225,0.0010765555202019998,0.000706847882757,0.0009840142429862957,0.0005970350861138797,0.00038043719617872465,0.008255724195031516,0.00473525568569687,0.006399303017965685
2022,108,114,127,142,137,124,0.013095658556888866,0.006517660631723837,0.009787657347964345,-0.011279519733466898,-0.006500600461249808,-0.01032605107207195,0.054954153075837,0.0372062724948146,0.0479940728379216,-0.0434824806290198,-0.0259035972915116,-0.0335726092612067,-0.0018129753446093,-0.0005820801464784,0.0001068366312675,-0.0007464568844952265,-0.000587924108265762,-0.00014899541731254958,0.015287835402801396,0.00867122409514053,0.012663847555742664
2023,140,127,147,109,122,103,0.0066489197023054435,0.003839091324087022,0.005326340473005567,-0.006465543914179526,-0.0037249498837711313,-0.00583642376273262,0.0229321038997309,0.0139258157813987,0.0240162810905414,-0.0200609272499801,-0.0149082178390831,-0.020463283323205,0.0007125700120686499,7.887410321832311e-05,0.0012653786731108,0.0009044178867087754,0.0001324828493558954,0.0007272816078814338,0.008308169491644785,0.004804431990989056,0.007107952925177189
2024,71,77,67,53,45,57,0.005582626915750995,0.0032796603517714,0.004050144542768941,-0.0048692923541937844,-0.0034697535407338417,-0.0039067475902824006,0.0206954983241753,0.0136763508928022,0.0131716873902326,-0.0163173206351764,-0.0128747895436635,-0.0207326161833862,0.00086059304985105,0.0009455836401006,0.0004905553567686499,0.001115274324564919,0.0007773785302691523,0.00039254090096308195,0.006790382844807412,0.004338578888335313,0.005448264705270078
