date,target,combined_feature,return_label_x,return_label_y,return_x,return_y
2019-09-19,cash,+--+++-+++,-,+,-0.0014924293067126,1e-06
2019-09-20,cash,--+++-+++-,-,+,-0.0069249789376273,1e-06
2019-09-23,spy,-+++-+++--,+,+,0.0022181270011296,1e-06
2019-09-24,cash,+++-+++--+,-,+,-0.0118232807909679,1e-06
2019-09-25,spy,++-+++--+-,+,+,0.0056088785985836,1e-06
2019-09-26,cash,+-+++--+-+,-,+,-0.0021167384755463,1e-06
2019-09-27,cash,-+++--+-+-,-,+,-0.008158992664735,1e-06
2019-09-30,spy,+++--+-+--,+,+,0.0027029353977405,1e-06
2019-10-01,cash,++--+-+--+,-,+,-0.0151138582239412,1e-06
2019-10-02,cash,+--+-+--+-,-,+,-0.0118010375348413,1e-06
2019-10-03,spy,--+-+--+--,+,+,0.0090685378940294,1e-06
2019-10-04,spy,-+-+--+--+,+,+,0.0110255935068022,1e-06
2019-10-07,cash,+-+--+--++,-,+,-0.0013289762047746,1e-06
2019-10-08,cash,-+--+--++-,-,+,-0.0086242773911875,1e-06
2019-10-09,spy,+--+--++--,+,+,0.0017884402877794,1e-06
2019-10-10,spy,--+--++--+,+,+,0.007074653514699,1e-06
2019-10-11,spy,-+--++--++,+,+,3.3785958740958005e-05,1e-06
2019-10-14,spy,+--++--+++,+,+,6.764955139891229e-05,1e-06
2019-10-15,spy,--++--++++,+,+,0.0059912445059886,1e-06
2019-10-16,spy,-++--+++++,+,+,0.0001005422119777,1e-06
2019-10-17,cash,++--++++++,-,+,-0.0013347367400569,1e-06
2019-10-18,cash,+--++++++-,-,+,-0.0024105300305267,1e-06
2019-10-21,spy,--++++++--,+,+,0.0019036029025434,1e-06
2019-10-22,cash,-++++++--+,-,+,-0.0052231581501623,1e-06
2019-10-23,spy,++++++--+-,+,+,0.003849609527638,1e-06
2019-10-24,cash,+++++--+-+,-,+,-0.0017945848870091,1e-06
2019-10-25,spy,++++--+-+-,+,+,0.0062054311394559,1e-06
2019-10-28,spy,+++--+-+-+,+,+,0.0011883057657006,1e-06
2019-10-29,spy,++--+-+-++,+,+,0.0006930411058683,1e-06
2019-10-30,spy,+--+-+-+++,+,+,0.0023399861246245,1e-06
2019-10-31,cash,--+-+-++++,-,+,-0.0026305142462189,1e-06
2019-11-01,spy,-+-+-++++-,+,+,0.0040010532827562,1e-06
2019-11-04,cash,+-+-++++-+,-,+,-0.0015592365658967,1e-06
2019-11-05,cash,-+-++++-+-,-,+,-0.0018205974357455,1e-06
2019-11-06,spy,+-++++-+--,+,+,0.000228014606055,1e-06
2019-11-07,cash,-++++-+--+,-,+,-0.0012639421822604,1e-06
2019-11-08,spy,++++-+--+-,+,+,0.0037037514413557,1e-06
2019-11-11,spy,+++-+--+-+,+,+,0.0030251533249635,1e-06
2019-11-12,spy,++-+--+-++,+,+,0.0008097165991902,1e-06
2019-11-13,spy,+-+--+-+++,+,+,0.0038647735612777,1e-06
2019-11-14,spy,-+--+-++++,+,+,0.0024611523268775,1e-06
2019-11-15,spy,+--+-+++++,+,+,0.002475787918622,1e-06
2019-11-18,spy,--+-++++++,+,+,0.0015728508852918,1e-06
2019-11-19,cash,-+-+++++++,-,+,-0.0023986184519892,1e-06
2019-11-20,cash,+-+++++++-,-,+,-0.0016384276780552,1e-06
2019-11-21,cash,-+++++++--,-,+,-0.0019943568643295,1e-06
2019-11-22,cash,+++++++---,-,+,-0.0004179012001121,1e-06
2019-11-25,spy,++++++----,+,+,0.0044553627857917,1e-06
2019-11-26,spy,+++++----+,+,+,0.0021377202460919,1e-06
2019-11-27,spy,++++----++,+,+,0.0027654101118037,1e-06
2019-11-29,cash,+++----+++,-,+,-0.0017467694167445,1e-06
2019-12-02,cash,++----+++-,-,+,-0.0093772266244748,1e-06
2019-12-03,spy,+----+++--,+,+,0.0029159044687563,1e-06
2019-12-04,spy,----+++--+,+,+,0.0024460225883109,1e-06
2019-12-05,cash,---+++--++,-,+,-0.0006726514597132,1e-06
2019-12-06,spy,--+++--++-,+,+,0.0023876226017391,1e-06
2019-12-09,cash,-+++--++-+,-,+,-0.0017809361221401,1e-06
2019-12-10,cash,+++--++-+-,-,+,-0.0009241238230622,1e-06
2019-12-11,spy,++--++-+--,+,+,0.0012419662132712,1e-06
2019-12-12,spy,+--++-+--+,+,+,0.0085870059152255,1e-06
2019-12-13,spy,--++-+--++,+,+,0.0014201792973955,1e-06
2019-12-16,spy,-++-+--+++,+,+,0.0008771341965608,1e-06
2019-12-17,cash,++-+--++++,-,+,-0.001094042538213,1e-06
2019-12-18,cash,+-+--++++-,-,+,-0.0012812614440917,1e-06
2019-12-19,spy,-+--++++--,+,+,0.0034396689978229,1e-06
2019-12-20,spy,+--++++--+,+,+,0.0008425998204142,1e-06
2019-12-23,cash,--++++--++,-,+,-0.0011505181174813,1e-06
2019-12-24,cash,-++++--++-,-,+,-0.000746540061168,1e-06
2019-12-26,spy,++++--++--,+,+,0.0040105971378847,1e-06
2019-12-27,cash,+++--++--+,-,+,-0.002718245843448,1e-06
2019-12-30,cash,++--++--+-,-,+,-0.0057904491843363,1e-06
2019-12-31,spy,+--++--+--,+,+,0.0041493357168774,1e-06
2020-01-02,spy,--++--+--+,+,+,0.0041107329453536,1e-06
2020-01-03,spy,-++--+--++,+,+,0.003892140944534,1e-06
2020-01-06,spy,++--+--+++,+,+,0.0098287762802166,1e-06
2020-01-07,cash,+--+--++++,-,+,-0.0008977092353609,1e-06
2020-01-08,spy,--+--++++-,+,+,0.0046758213730396,1e-06
2020-01-09,spy,-+--++++-+,+,+,0.0015023001866366,1e-06
2020-01-10,cash,+--++++-++,-,+,-0.0048275750820144,1e-06
2020-01-13,spy,--++++-++-,+,+,0.0047795505027139,1e-06
2020-01-14,cash,-++++-++-+,-,+,-6.104074754133927e-05,1e-06
2020-01-15,spy,++++-++-+-,+,+,0.0025660495562202,1e-06
2020-01-16,spy,+++-++-+-+,+,+,0.0037003372021018,1e-06
2020-01-17,spy,++-++-+-++,+,+,0.0007536930684342,1e-06
2020-01-21,spy,+-++-+-+++,+,+,0.0012088059953531,1e-06
2020-01-22,cash,-++-+-++++,-,+,-0.0027088668520893,1e-06
2020-01-23,spy,++-+-++++-,+,+,0.0032967254084424,1e-06
2020-01-24,cash,+-+-++++-+,-,+,-0.0110396264011014,1e-06
2020-01-27,spy,-+-++++-+-,+,+,0.0014549770067152,1e-06
2020-01-28,spy,+-++++-+-+,+,+,0.0056297825127309,1e-06
2020-01-29,cash,-++++-+-++,-,+,-0.005359673973612,1e-06
2020-01-30,spy,++++-+-++-,+,+,0.0102355637999561,1e-06
2020-01-31,cash,+++-+-++-+,-,+,-0.0161161743537366,1e-06
2020-02-03,spy,++-+-++-+-,+,+,0.0023812865289551,1e-06
2020-02-04,spy,+-+-++-+-+,+,+,0.0030176188382762,1e-06
2020-02-05,spy,-+-++-+-++,+,+,0.0017756534065625,1e-06
2020-02-06,spy,+-++-+-+++,+,+,0.0002096592598333,1e-06
2020-02-07,cash,-++-+-++++,-,+,-0.0018628541059538,1e-06
2020-02-10,spy,++-+-++++-,+,+,0.0104156675875469,1e-06
2020-02-11,cash,+-+-++++-+,-,+,-0.0026772783397188,1e-06
2020-02-12,spy,-+-++++-+-,+,+,0.0017517052489094,1e-06
2020-02-13,spy,+-++++-+-+,+,+,0.0035729537883923,1e-06
2020-02-14,spy,-++++-+-++,+,+,0.0002666479075779,1e-06
2020-02-18,spy,++++-+-+++,+,+,0.0006537731845075,1e-06
2020-02-19,spy,+++-+-++++,+,+,0.0016281943783296,1e-06
2020-02-20,cash,++-+-+++++,-,+,-0.0023390124065425,1e-06
2020-02-21,cash,+-+-+++++-,-,+,-0.0059319469017612,1e-06
2020-02-24,cash,-+-+++++--,-,+,-0.0022281400880867,1e-06
2020-02-25,cash,+-+++++---,-,+,-0.0348521592265036,1e-06
2020-02-26,cash,-+++++----,-,+,-0.0085301188435218,1e-06
2020-02-27,cash,+++++-----,-,+,-0.0260262617424392,1e-06
2020-02-28,spy,++++------,+,+,0.0261863430513898,1e-06
2020-03-02,spy,+++------+,+,+,0.0364843740805761,1e-06
2020-03-03,cash,++------++,-,+,-0.0299192561086429,1e-06
2020-03-04,spy,+------++-,+,+,0.0220174779233052,1e-06
2020-03-05,cash,------++-+,-,+,-0.0082629006507674,1e-06
2020-03-06,spy,-----++-+-,+,+,0.0147023627778606,1e-06
2020-03-09,cash,----++-+-+,-,+,-0.0038865850130195,1e-06
2020-03-10,spy,---++-+-+-,+,+,0.013279927574363,1e-06
2020-03-11,cash,--++-+-+-+,-,+,-0.0225864858559131,1e-06
2020-03-12,cash,-++-+-+-+-,-,+,-0.0308203101158142,1e-06
2020-03-13,spy,++-+-+-+--,+,+,0.0236801515566818,1e-06
2020-03-16,cash,+-+-+-+--+,-,+,-0.005514497937868,1e-06
2020-03-17,spy,-+-+-+--+-,+,+,0.0316683397740859,1e-06
2020-03-18,spy,+-+-+--+-+,+,+,0.0158730158730158,1e-06
2020-03-19,spy,-+-+--+-++,+,+,0.0052664347203173,1e-06
2020-03-20,cash,+-+--+-+++,-,+,-0.0566115358786333,1e-06
2020-03-23,cash,-+--+-+++-,-,+,-0.0229633438673965,1e-06
2020-03-24,spy,+--+-+++--,+,+,0.0372408318220674,1e-06
2020-03-25,spy,--+-+++--+,+,+,0.0078408878475554,1e-06
2020-03-26,spy,-+-+++--++,+,+,0.0468099059577461,1e-06
2020-03-27,spy,+-+++--+++,+,+,0.0005922292176495,1e-06
2020-03-30,spy,-+++--++++,+,+,0.0232694447370156,1e-06
2020-03-31,cash,+++--+++++,-,+,-0.0107844549620931,1e-06
2020-04-01,cash,++--+++++-,-,+,-0.0073796349003302,1e-06
2020-04-02,spy,+--+++++--,+,+,0.0270810364351426,1e-06
2020-04-03,cash,--+++++--+,-,+,-0.010248812098134,1e-06
2020-04-06,spy,-+++++--+-,+,+,0.0272261445601031,1e-06
2020-04-07,cash,+++++--+-+,-,+,-0.033113259382283,1e-06
2020-04-08,spy,++++--+-+-,+,+,0.0226526627772204,1e-06
2020-04-09,spy,+++--+-+-+,+,+,0.0022336827752681,1e-06
2020-04-13,cash,++--+-+-++,-,+,-0.0053403005993399,1e-06
2020-04-14,spy,+--+-+-++-,+,+,0.010000702714509,1e-06
2020-04-15,spy,--+-+-++-+,+,+,0.0006845207925664,1e-06
2020-04-16,cash,-+-+-++-++,-,+,-0.0001790714456805,1e-06
2020-04-17,spy,+-+-++-++-,+,+,0.0044151998881015,1e-06
2020-04-20,cash,-+-++-++-+,-,+,-0.0036091754238726,1e-06
2020-04-21,cash,+-++-++-+-,-,+,-0.0133343052611252,1e-06
2020-04-22,spy,-++-++-+--,+,+,0.0026944493750831,1e-06
2020-04-23,cash,++-++-+--+,-,+,-0.0050269304117811,1e-06
2020-04-24,spy,+-++-+--+-,+,+,0.0079791619944904,1e-06
2020-04-27,spy,-++-+--+-+,+,+,0.0067690541134724,1e-06
2020-04-28,cash,++-+--+-++,-,+,-0.0181773700331465,1e-06
2020-04-29,spy,+-+--+-++-,+,+,0.0057626751374327,1e-06
2020-04-30,cash,-+--+-++-+,-,+,-0.0042164495724494,1e-06
2020-05-01,cash,+--+-++-+-,-,+,-0.0088324595535925,1e-06
2020-05-04,spy,--+-++-+--,+,+,0.0100805627565959,1e-06
2020-05-05,cash,-+-++-+--+,-,+,-0.0015699559867214,1e-06
2020-05-06,cash,+-++-+--+-,-,+,-0.0131579240122498,1e-06
2020-05-07,cash,-++-+--+--,-,+,-0.0002432921779973,1e-06
2020-05-08,spy,++-+--+---,+,+,0.0046377619310165,1e-06
2020-05-11,spy,+-+--+---+,+,+,0.0074395663337944,1e-06
2020-05-12,cash,-+--+---++,-,+,-0.0242349804625803,1e-06
2020-05-13,cash,+--+---++-,-,+,-0.0155911049889615,1e-06
2020-05-14,spy,--+---++--,+,+,0.0215808881528349,1e-06
2020-05-15,spy,-+---++--+,+,+,0.0138470932808801,1e-06
2020-05-18,spy,+---++--++,+,+,0.0066541965134251,1e-06
2020-05-19,cash,---++--+++,-,+,-0.0080856287870281,1e-06
2020-05-20,spy,--++--+++-,+,+,0.0037522321820036,1e-06
2020-05-21,cash,-++--+++-+,-,+,-0.0064355389572364,1e-06
2020-05-22,spy,++--+++-+-,+,+,0.0029534409327353,1e-06
2020-05-26,cash,+--+++-+-+,-,+,-0.0094392944478888,1e-06
2020-05-27,spy,--+++-+-+-,+,+,0.004667031924062,1e-06
2020-05-28,cash,-+++-+-+-+,-,+,-0.0055145009336586,1e-06
2020-05-29,spy,+++-+-+-+-,+,+,0.0061496261379643,1e-06
2020-06-01,spy,++-+-+-+-+,+,+,0.0063566059772721,1e-06
2020-06-02,spy,+-+-+-+-++,+,+,0.0049910254125672,1e-06
2020-06-03,spy,-+-+-+-+++,+,+,0.0062532313772336,1e-06
2020-06-04,spy,+-+-+-++++,+,+,0.0008035743363154,1e-06
2020-06-05,spy,-+-+-+++++,+,+,0.0066512791302504,1e-06
2020-06-08,spy,+-+-++++++,+,+,0.0093061363280497,1e-06
2020-06-09,spy,-+-+++++++,+,+,0.001529880645109,1e-06
2020-06-10,cash,+-++++++++,-,+,-0.0075291311263617,1e-06
2020-06-11,cash,-++++++++-,-,+,-0.0348359545405064,1e-06
2020-06-12,cash,++++++++--,-,+,-0.0130742243283637,1e-06
2020-06-15,spy,+++++++---,+,+,0.0302999768880691,1e-06
2020-06-16,cash,++++++---+,-,+,-0.0079878897029682,1e-06
2020-06-17,cash,+++++---+-,-,+,-0.007673460075484,1e-06
2020-06-18,spy,++++---+--,+,+,0.0057094576236748,1e-06
2020-06-19,cash,+++---+--+,-,+,-0.0176019306201827,1e-06
2020-06-22,spy,++---+--+-,+,+,0.0085392544115187,1e-06
2020-06-23,cash,+---+--+-+,-,+,-0.0045934558877929,1e-06
2020-06-24,cash,---+--+-+-,-,+,-0.0185579656208407,1e-06
2020-06-25,spy,--+--+-+--,+,+,0.0127854643530011,1e-06
2020-06-26,cash,-+--+-+--+,-,+,-0.019956936882859,1e-06
2020-06-29,spy,+--+-+--+-,+,+,0.0101190662417027,1e-06
2020-06-30,spy,--+-+--+-+,+,+,0.0143754572767947,1e-06
2020-07-01,spy,-+-+--+-++,+,+,0.0030687135929747,1e-06
2020-07-02,cash,+-+--+-+++,-,+,-0.0063963190889477,1e-06
2020-07-06,spy,-+--+-+++-,+,+,0.0021493589350322,1e-06
2020-07-07,cash,+--+-+++-+,-,+,-0.0050732642486645,1e-06
2020-07-08,spy,--+-+++-+-,+,+,0.0049903289702147,1e-06
2020-07-09,cash,-+-+++-+-+,-,+,-0.0077641443110442,1e-06
2020-07-10,spy,+-+++-+-+-,+,+,0.0104355534496971,1e-06
2020-07-13,cash,-+++-+-+-+,-,+,-0.0165245633468763,1e-06
2020-07-14,spy,+++-+-+-+-,+,+,0.0179381610396977,1e-06
2020-07-15,cash,++-+-+-+-+,-,+,-0.0017369112379671,1e-06
2020-07-16,spy,+-+-+-+-+-,+,+,0.0031270520444028,1e-06
2020-07-17,cash,-+-+-+-+-+,-,+,-0.0004970910267247,1e-06
2020-07-20,spy,+-+-+-+-+-,+,+,0.0089911169283838,1e-06
2020-07-21,cash,-+-+-+-+-+,-,+,-0.0044110963013014,1e-06
2020-07-22,spy,+-+-+-+-+-,+,+,0.0069003458445816,1e-06
2020-07-23,cash,-+-+-+-+-+,-,+,-0.010751400595769,1e-06
2020-07-24,cash,+-+-+-+-+-,-,+,-0.000218125320318,1e-06
2020-07-27,spy,-+-+-+-+--,+,+,0.0049435572358056,1e-06
2020-07-28,cash,+-+-+-+--+,-,+,-0.0039077606819097,1e-06
2020-07-29,spy,-+-+-+--+-,+,+,0.0093132995327054,1e-06
2020-07-30,spy,+-+-+--+-+,+,+,0.0063994954882049,1e-06
2020-07-31,spy,-+-+--+-++,+,+,0.0019024091095393,1e-06
2020-08-03,spy,+-+--+-+++,+,+,0.0014315339005185,1e-06
2020-08-04,spy,-+--+-++++,+,+,0.0067102187071477,1e-06
2020-08-05,spy,+--+-+++++,+,+,0.0019307452514632,1e-06
2020-08-06,spy,--+-++++++,+,+,0.0085977298524195,1e-06
2020-08-07,spy,-+-+++++++,+,+,0.0038706449521326,1e-06
2020-08-10,spy,+-++++++++,+,+,0.0015221445990006,1e-06
2020-08-11,cash,-+++++++++,-,+,-0.0120232098475969,1e-06
2020-08-12,spy,+++++++++-,+,+,0.0059623181059013,1e-06
2020-08-13,spy,++++++++-+,+,+,0.0006535790091709,1e-06
2020-08-14,spy,+++++++-++,+,+,0.0012781804081341,1e-06
2020-08-17,cash,++++++-+++,-,+,-8.876954216769984e-05,1e-06
2020-08-18,spy,+++++-+++-,+,+,0.0008867361641963,1e-06
2020-08-19,cash,++++-+++-+,-,+,-0.0053678716182462,1e-06
2020-08-20,spy,+++-+++-+-,+,+,0.0087071014887875,1e-06
2020-08-21,spy,++-+++-+-+,+,+,0.0046164698644798,1e-06
2020-08-24,spy,+-+++-+-++,+,+,0.0023384143632787,1e-06
2020-08-25,spy,-+++-+-+++,+,+,0.0017174521584348,1e-06
2020-08-26,spy,+++-+-++++,+,+,0.0081505902047747,1e-06
2020-08-27,cash,++-+-+++++,-,+,-0.0005165509980056,1e-06
2020-08-28,spy,+-+-+++++-,+,+,0.0032623172015073,1e-06
2020-08-31,cash,-+-+++++-+,-,+,-0.0029684844492755,1e-06
2020-09-01,spy,+-+++++-+-,+,+,0.0068245187366222,1e-06
2020-09-02,spy,-+++++-+-+,+,+,0.0085431490246757,1e-06
2020-09-03,cash,+++++-+-++,-,+,-0.0294489016004256,1e-06
2020-09-04,cash,++++-+-++-,-,+,-0.0102851457786765,1e-06
2020-09-08,cash,+++-+-++--,-,+,-0.0103947019358555,1e-06
2020-09-09,spy,++-+-++---,+,+,0.0066361156360847,1e-06
2020-09-10,cash,+-+-++---+,-,+,-0.0231993227601203,1e-06
2020-09-11,cash,-+-++---+-,-,+,-0.005240931830264,1e-06
2020-09-14,spy,+-++---+--,+,+,0.0028741629345199,1e-06
2020-09-15,cash,-++---+--+,-,+,-0.0027848900769559,1e-06
2020-09-16,cash,++---+--+-,-,+,-0.0078767894482869,1e-06
2020-09-17,spy,+---+--+--,+,+,0.0068353483510754,1e-06
2020-09-18,cash,---+--+--+,-,+,-0.014074011657047,1e-06
2020-09-21,spy,--+--+--+-,+,+,0.0038992599511006,1e-06
2020-09-22,spy,-+--+--+-+,+,+,0.0052651807230929,1e-06
2020-09-23,cash,+--+--+-++,-,+,-0.0249621619836924,1e-06
2020-09-24,spy,--+--+-++-,+,+,0.0070979352799713,1e-06
2020-09-25,spy,-+--+-++-+,+,+,0.0190651146074269,1e-06
2020-09-28,spy,+--+-++-++,+,+,0.0029109933892013,1e-06
2020-09-29,cash,--+-++-+++,-,+,-0.0047908677356271,1e-06
2020-09-30,spy,-+-++-+++-,+,+,0.0054039999109457,1e-06
2020-10-01,cash,+-++-+++-+,-,+,-0.0019248242227637,1e-06
2020-10-02,spy,-++-+++-+-,+,+,0.0064515648239521,1e-06
2020-10-05,spy,++-+++-+-+,+,+,0.0110099751053712,1e-06
2020-10-06,cash,+-+++-+-++,-,+,-0.014650969176178,1e-06
2020-10-07,spy,-+++-+-++-,+,+,0.0078079222955226,1e-06
2020-10-08,spy,+++-+-++-+,+,+,0.0027125351005549,1e-06
2020-10-09,spy,++-+-++-++,+,+,0.003733095711413,1e-06
2020-10-12,spy,+-+-++-+++,+,+,0.0081237917779136,1e-06
2020-10-13,cash,-+-++-++++,-,+,-0.0061030825023686,1e-06
2020-10-14,cash,+-++-++++-,-,+,-0.008039935350588,1e-06
2020-10-15,spy,-++-++++--,+,+,0.0110267627917276,1e-06
2020-10-16,cash,++-++++--+,-,+,-0.0047855999284984,1e-06
2020-10-19,cash,+-++++--+-,-,+,-0.0190448422403552,1e-06
2020-10-20,cash,-++++--+--,-,+,-0.0002328846860059,1e-06
2020-10-21,cash,++++--+---,-,+,-0.0017475187411607,1e-06
2020-10-22,spy,+++--+----,+,+,0.0048110390062815,1e-06
2020-10-23,cash,++--+----+,-,+,-0.0004335961022753,1e-06
2020-10-26,cash,+--+----+-,-,+,-0.0080086230242024,1e-06
2020-10-27,cash,--+----+--,-,+,-0.0045326362745992,1e-06
2020-10-28,cash,-+----+---,-,+,-0.016380615300894,1e-06
2020-10-29,spy,+----+----,+,+,0.0093909861730382,1e-06
2020-10-30,cash,----+----+,-,+,-0.0053003236287471,1e-06
2020-11-02,cash,---+----+-,-,+,0.0,1e-06
2020-11-03,spy,--+----+--,+,+,0.0070124856027159,1e-06
2020-11-04,spy,-+----+--+,+,+,0.0078625339099137,1e-06
2020-11-05,spy,+----+--++,+,+,0.0028633605198788,1e-06
2020-11-06,spy,----+--+++,+,+,0.000657305721551,1e-06
2020-11-09,cash,---+--++++,-,+,-0.0258537891324822,1e-06
2020-11-10,spy,--+--++++-,+,+,0.0015559657295591,1e-06
2020-11-11,spy,-+--++++-+,+,+,0.0007576305720376,1e-06
2020-11-12,cash,+--++++-++,-,+,-0.006665153289514,1e-06
2020-11-13,spy,--++++-++-,+,+,0.0079658208612009,1e-06
2020-11-16,spy,-++++-++-+,+,+,0.0044046658803798,1e-06
2020-11-17,spy,++++-++-++,+,+,0.0018056890693117,1e-06
2020-11-18,cash,+++-++-+++,-,+,-0.0128286964501743,1e-06
2020-11-19,spy,++-++-+++-,+,+,0.0061304629875249,1e-06
2020-11-20,cash,+-++-+++-+,-,+,-0.0060699676300262,1e-06
2020-11-23,spy,-++-+++-+-,+,+,0.00050378604007,1e-06
2020-11-24,spy,++-+++-+-+,+,+,0.0083562639488871,1e-06
2020-11-25,cash,+-+++-+-++,-,+,-0.0012943056601858,1e-06
2020-11-27,cash,-+++-+-++-,-,+,-0.0004671913804616,1e-06
2020-11-30,cash,+++-+-++--,-,+,-0.0021221757907777,1e-06
2020-12-01,spy,++-+-++---,+,+,0.0012309042876541,1e-06
2020-12-02,spy,+-+-++---+,+,+,0.0053999264874537,1e-06
2020-12-03,spy,-+-++---++,+,+,2.72983686727916e-05,1e-06
2020-12-04,spy,+-++---+++,+,+,0.0068877238616184,1e-06
2020-12-07,spy,-++---++++,+,+,0.0001897114690341,1e-06
2020-12-08,spy,++---+++++,+,+,0.0066627112990809,1e-06
2020-12-09,cash,+---++++++,-,+,-0.0108660448830889,1e-06
2020-12-10,spy,---++++++-,+,+,0.0037222976361384,1e-06
2020-12-11,spy,--++++++-+,+,+,0.0038366509177896,1e-06
2020-12-14,cash,-++++++-++,-,+,-0.0107964703455314,1e-06
2020-12-15,spy,++++++-++-,+,+,0.0059608124055203,1e-06
2020-12-16,spy,+++++-++-+,+,+,0.0009464228451241,1e-06
2020-12-17,spy,++++-++-++,+,+,0.000806548881539,1e-06
2020-12-18,cash,+++-++-+++,-,+,-0.0048252110387139,1e-06
2020-12-21,spy,++-++-+++-,+,+,0.007918415544273,1e-06
2020-12-22,cash,+-++-+++-+,-,+,-0.0026343696347562,1e-06
2020-12-23,cash,-++-+++-+-,-,+,-0.0019278577642865,1e-06
2020-12-24,spy,++-+++-+--,+,+,0.0024994932115216,1e-06
2020-12-28,spy,+-+++-+--+,+,+,0.0011567848621512,1e-06
2020-12-29,cash,-+++-+--++,-,+,-0.0062866325643076,1e-06
2020-12-30,cash,+++-+--++-,-,+,-0.0009400174758502,1e-06
2020-12-31,spy,++-+--++--,+,+,0.0056485182376964,1e-06
2021-01-04,cash,+-+--++--+,-,+,-0.0173722764010675,1e-06
2021-01-05,spy,-+--++--+-,+,+,0.0087747362542604,1e-06
2021-01-06,spy,+--++--+-+,+,+,0.0103865094983704,1e-06
2021-01-07,spy,--++--+-++,+,+,0.007976601838114,1e-06
2021-01-08,spy,-++--+-+++,+,+,0.001760459902208,1e-06
2021-01-11,spy,++--+-++++,+,+,0.0022230946786341,1e-06
2021-01-12,cash,+--+-+++++,-,+,-0.0003167822590336,1e-06
2021-01-13,spy,--+-+++++-,+,+,0.0029047666862708,1e-06
2021-01-14,cash,-+-+++++-+,-,+,-0.0055965866242092,1e-06
2021-01-15,cash,+-+++++-+-,-,+,-0.0027075520555498,1e-06
2021-01-19,spy,-+++++-+--,+,+,0.0008193623766832,1e-06
2021-01-20,spy,+++++-+--+,+,+,0.0072945590609768,1e-06
2021-01-21,cash,++++-+--++,-,+,-0.0006502119856165,1e-06
2021-01-22,spy,+++-+--++-,+,+,0.001648148810497,1e-06
2021-01-25,spy,++-+--++-+,+,+,0.0018766158300217,1e-06
2021-01-26,cash,+-+--++-++,-,+,-0.0042033032401716,1e-06
2021-01-27,cash,-+--++-++-,-,+,-0.0152806205353233,1e-06
2021-01-28,spy,+--++-++--,+,+,0.0033744807649082,1e-06
2021-01-29,cash,--++-++--+,-,+,-0.01480179295136,1e-06
2021-02-01,spy,-++-++--+-,+,+,0.0067162842701124,1e-06
2021-02-02,spy,++-++--+-+,+,+,0.0050045935125246,1e-06
2021-02-03,cash,+-++--+-++,-,+,-0.0015427160708195,1e-06
2021-02-04,spy,-++--+-++-,+,+,0.0084343301086244,1e-06
2021-02-05,cash,++--+-++-+,-,+,-0.0012622893780121,1e-06
2021-02-08,spy,+--+-++-+-,+,+,0.0031855030877028,1e-06
2021-02-09,spy,--+-++-+-+,+,+,0.0016427059687907,1e-06
2021-02-10,cash,-+-++-+-++,-,+,-0.0052025108903518,1e-06
2021-02-11,cash,+-++-+-++-,-,+,-0.0013546641256671,1e-06
2021-02-12,spy,-++-+-++--,+,+,0.0071566204982463,1e-06
2021-02-16,cash,++-+-++--+,-,+,-0.0042136351358375,1e-06
2021-02-17,spy,+-+-++--+-,+,+,0.0050458510141611,1e-06
2021-02-18,spy,-+-++--+-+,+,+,0.0029004976858606,1e-06
2021-02-19,cash,+-++--+-++,-,+,-0.0052031741954566,1e-06
2021-02-22,cash,-++--+-++-,-,+,-7.750420990568454e-05,1e-06
2021-02-23,spy,++--+-++--,+,+,0.0073831339646773,1e-06
2021-02-24,spy,+--+-++--+,+,+,0.0140812327038679,1e-06
2021-02-25,cash,--+-++--++,-,+,-0.0206962347635866,1e-06
2021-02-26,cash,-+-++--++-,-,+,-0.0103812168299498,1e-06
2021-03-01,spy,+-++--++--,+,+,0.0103477535005306,1e-06
2021-03-02,cash,-++--++--+,-,+,-0.0084141365698781,1e-06
2021-03-03,cash,++--++--+-,-,+,-0.0113273931942139,1e-06
2021-03-04,cash,+--++--+--,-,+,-0.0118566418320089,1e-06
2021-03-05,spy,--++--+---,+,+,0.0083320546152844,1e-06
2021-03-08,cash,-++--+---+,-,+,-0.0076431196730003,1e-06
2021-03-09,spy,++--+---+-,+,+,0.0034210374584382,1e-06
2021-03-10,cash,+--+---+-+,-,+,-0.0002823163757124,1e-06
2021-03-11,spy,--+---+-+-,+,+,0.0033143506528215,1e-06
2021-03-12,spy,-+---+-+-+,+,+,0.0050755992480939,1e-06
2021-03-15,spy,+---+-+-++,+,+,0.0052748133813621,1e-06
2021-03-16,cash,---+-+-+++,-,+,-0.0029214084184459,1e-06
2021-03-17,spy,--+-+-+++-,+,+,0.0069196537519959,1e-06
2021-03-18,cash,-+-+-+++-+,-,+,-0.0076049480745526,1e-06
2021-03-19,cash,+-+-+++-+-,-,+,-0.0010259410369213,1e-06
2021-03-22,spy,-+-+++-+--,+,+,0.0065635914329819,1e-06
2021-03-23,cash,+-+++-+--+,-,+,-0.0061493803158624,1e-06
2021-03-24,cash,-+++-+--+-,-,+,-0.0089002838525015,1e-06
2021-03-25,spy,+++-+--+--,+,+,0.0096378079559018,1e-06
2021-03-26,spy,++-+--+--+,+,+,0.0129179607734398,1e-06
2021-03-29,spy,+-+--+--++,+,+,0.0034989982357218,1e-06
2021-03-30,spy,-+--+--+++,+,+,0.0007859579839767,1e-06
