date,target,combined_feature,return_label_x,return_label_y,return_x,return_y
2004-07-07,spy,++---++---,+,+,0.0036669678120197,1e-06
2004-07-08,cash,+---++---+,-,+,-0.003309141626567,1e-06
2004-07-09,spy,---++---+-,+,+,8.952860831705065e-05,1e-06
2004-07-12,spy,--++---+-+,+,+,0.002331439598789,1e-06
2004-07-13,cash,-++---+-++,-,+,-0.0005360754072134,1e-06
2004-07-14,spy,++---+-++-,+,+,0.0023368191788958,1e-06
2004-07-15,cash,+---+-++-+,-,+,-0.0084123396275498,1e-06
2004-07-16,cash,---+-++-+-,-,+,-0.0077081707690589,1e-06
2004-07-19,cash,--+-++-+--,-,+,-0.0046049854287175,1e-06
2004-07-20,spy,-+-++-+---,+,+,0.0100425280250656,1e-06
2004-07-21,cash,+-++-+---+,-,+,-0.0200321755489435,1e-06
2004-07-22,spy,-++-+---+-,+,+,0.0047549070973321,1e-06
2004-07-23,cash,++-+---+-+,-,+,-0.006020832380703,1e-06
2004-07-26,cash,+-+---+-+-,-,+,-0.004029695316129,1e-06
2004-07-27,spy,-+---+-+--,+,+,0.0066024169753288,1e-06
2004-07-28,spy,+---+-+--+,+,+,0.0050204966411861,1e-06
2004-07-29,spy,---+-+--++,+,+,0.0002713839248092,1e-06
2004-07-30,spy,--+-+--+++,+,+,0.0047135301351057,1e-06
2004-08-02,spy,-+-+--++++,+,+,0.0079861805419771,1e-06
2004-08-03,cash,+-+--+++++,-,+,-0.00649059063123,1e-06
2004-08-04,spy,-+--+++++-,+,+,0.002820980619852,1e-06
2004-08-05,cash,+--+++++-+,-,+,-0.0171366340915711,1e-06
2004-08-06,cash,--+++++-+-,-,+,-0.0072470389222471,1e-06
2004-08-09,cash,-+++++-+--,-,+,-0.0001868495953433,1e-06
2004-08-10,spy,+++++-+---,+,+,0.0099711091153456,1e-06
2004-08-11,spy,++++-+---+,+,+,0.0044576834655759,1e-06
2004-08-12,cash,+++-+---++,-,+,-0.0065007145826367,1e-06
2004-08-13,spy,++-+---++-,+,+,0.0008403731892386,1e-06
2004-08-16,spy,+-+---++-+,+,+,0.0108269896277547,1e-06
2004-08-17,spy,-+---++-++,+,+,0.001471298042385,1e-06
2004-08-18,spy,+---++-+++,+,+,0.0139145059246271,1e-06
2004-08-19,cash,---++-++++,-,+,-0.0009106499985826,1e-06
2004-08-20,spy,--++-++++-,+,+,0.0079372570179501,1e-06
2004-08-23,cash,-++-++++-+,-,+,-0.0031660433636691,1e-06
2004-08-24,cash,++-++++-+-,-,+,-0.0026211218106213,1e-06
2004-08-25,spy,+-++++-+--,+,+,0.0069790322694409,1e-06
2004-08-26,spy,-++++-+--+,+,+,0.0012617104434351,1e-06
2004-08-27,spy,++++-+--++,+,+,0.0022482015005482,1e-06
2004-08-30,cash,+++-+--+++,-,+,-0.0062039420412972,1e-06
2004-08-31,spy,++-+--+++-,+,+,0.0040664823183651,1e-06
2004-09-01,spy,+-+--+++-+,+,+,0.0033348603583525,1e-06
2004-09-02,spy,-+--+++-++,+,+,0.0120460625046594,1e-06
2004-09-03,cash,+--+++-+++,-,+,-0.0018694834955001,1e-06
2004-09-07,spy,--+++-+++-,+,+,0.0028434307110447,1e-06
2004-09-08,cash,-+++-+++-+,-,+,-0.0003551848210957,1e-06
2004-09-09,cash,+++-+++-+-,-,+,-0.000799470002084,1e-06
2004-09-10,spy,++-+++-+--,+,+,0.0047991550980962,1e-06
2004-09-13,spy,+-+++-+--+,+,+,0.0010590658297382,1e-06
2004-09-14,spy,-+++-+--++,+,+,0.0031774104206079,1e-06
2004-09-15,cash,+++-+--+++,-,+,-0.0044130625466231,1e-06
2004-09-16,spy,++-+--+++-,+,+,0.0025697910451797,1e-06
2004-09-17,spy,+-+--+++-+,+,+,0.0017707355736217,1e-06
2004-09-20,cash,-+--+++-++,-,+,-0.0017750683544194,1e-06
2004-09-21,spy,+--+++-++-,+,+,0.0018625195962098,1e-06
2004-09-22,cash,--+++-++-+,-,+,-0.0084444173177083,1e-06
2004-09-23,cash,-+++-++-+-,-,+,-0.005824386512242,1e-06
2004-09-24,spy,+++-++-+--,+,+,0.002608625711108,1e-06
2004-09-27,cash,++-++-+--+,-,+,-0.0031503013404866,1e-06
2004-09-28,spy,+-++-+--+-,+,+,0.0033359940940467,1e-06
2004-09-29,spy,-++-+--+-+,+,+,0.0056649335365917,1e-06
2004-09-30,spy,++-+--+-++,+,+,0.0018825556138731,1e-06
2004-10-01,spy,+-+--+-+++,+,+,0.0123819647532309,1e-06
2004-10-04,cash,-+--+-++++,-,+,-0.0022787216451141,1e-06
2004-10-05,spy,+--+-++++-,+,+,0.0004392011631794,1e-06
2004-10-06,spy,--+-++++-+,+,+,0.0079986260785816,1e-06
2004-10-07,cash,-+-++++-++,-,+,-0.0081307949598502,1e-06
2004-10-08,cash,+-++++-++-,-,+,-0.0056562031022338,1e-06
2004-10-11,spy,-++++-++--,+,+,0.0016847175338073,1e-06
2004-10-12,spy,++++-++--+,+,+,0.002941192870147,1e-06
2004-10-13,cash,+++-++--++,-,+,-0.0129203458802889,1e-06
2004-10-14,cash,++-++--++-,-,+,-0.0093123290892321,1e-06
2004-10-15,spy,+-++--++--,+,+,0.0021618221979927,1e-06
2004-10-18,spy,-++--++--+,+,+,0.007124185407842,1e-06
2004-10-19,cash,++--++--++,-,+,-0.0114265204218438,1e-06
2004-10-20,spy,+--++--++-,+,+,0.0012683402168149,1e-06
2004-10-21,spy,--++--++-+,+,+,0.0040617108450544,1e-06
2004-10-22,cash,-++--++-++,-,+,-0.0107923783729484,1e-06
2004-10-25,spy,++--++-++-,+,+,0.0010022834656178,1e-06
2004-10-26,spy,+--++-++-+,+,+,0.0128030845117052,1e-06
2004-10-27,spy,--++-++-++,+,+,0.0134674092026337,1e-06
2004-10-28,spy,-++-++-+++,+,+,0.0039014226473552,1e-06
2004-10-29,spy,++-++-++++,+,+,0.0007071623030222,1e-06
2004-11-01,cash,+-++-+++++,-,+,-0.0004402555780039,1e-06
2004-11-02,cash,-++-+++++-,-,+,-0.0010556445774649,1e-06
2004-11-03,cash,++-+++++--,-,+,-0.000434629426183,1e-06
2004-11-04,spy,+-+++++---,+,+,0.0154208424053424,1e-06
2004-11-05,spy,-+++++---+,+,+,0.0019649356816963,1e-06
2004-11-08,spy,+++++---++,+,+,0.0011112775661436,1e-06
2004-11-09,cash,++++---+++,-,+,-0.0017082727580182,1e-06
2004-11-10,cash,+++---+++-,-,+,-0.0007688052261027,1e-06
2004-11-11,spy,++---+++--,+,+,0.0058030406503228,1e-06
2004-11-12,spy,+---+++--+,+,+,0.0069509170665356,1e-06
2004-11-15,spy,---+++--++,+,+,0.0019409565985957,1e-06
2004-11-16,cash,--+++--+++,-,+,-0.0040554524709221,1e-06
2004-11-17,spy,-+++--+++-,+,+,0.0017740903911461,1e-06
2004-11-18,spy,+++--+++-+,+,+,0.0017716956604688,1e-06
2004-11-19,cash,++--+++-++,-,+,-0.0107834777776363,1e-06
2004-11-22,spy,+--+++-++-,+,+,0.006913076731642,1e-06
2004-11-23,spy,--+++-++-+,+,+,0.0019503379660679,1e-06
2004-11-24,spy,-+++-++-++,+,+,0.0014374380922062,1e-06
2004-11-26,cash,+++-++-+++,-,+,-0.0013501279151564,1e-06
2004-11-29,cash,++-++-+++-,-,+,-0.0082498808770149,1e-06
2004-11-30,cash,+-++-+++--,-,+,-0.0009322085623013,1e-06
2004-12-01,spy,-++-+++---,+,+,0.0090555150783846,1e-06
2004-12-02,spy,++-+++---+,+,+,0.0019311785044528,1e-06
2004-12-03,cash,+-+++---++,-,+,-0.0005028711744318,1e-06
2004-12-06,cash,-+++---++-,-,+,0.0,1e-06
2004-12-07,cash,+++---++--,-,+,-0.0116327677169529,1e-06
2004-12-08,spy,++---++---,+,+,0.004906537818685,1e-06
2004-12-09,spy,+---++---+,+,+,0.0090570484201134,1e-06
2004-12-10,spy,---++---++,+,+,0.0034477267778536,1e-06
2004-12-13,spy,--++---+++,+,+,0.0050935253796811,1e-06
2004-12-14,spy,-++---++++,+,+,0.0050757248194589,1e-06
2004-12-15,spy,++---+++++,+,+,0.0014913033117388,1e-06
2004-12-16,spy,+---++++++,+,+,0.0007454964958631,1e-06
2004-12-17,cash,---+++++++,-,+,-0.000167391957305,1e-06
2004-12-20,cash,--+++++++-,-,+,-0.0023381943991388,1e-06
2004-12-21,spy,-+++++++--,+,+,0.0066053589097518,1e-06
2004-12-22,spy,+++++++--+,+,+,0.0024921337315389,1e-06
2004-12-23,cash,++++++--++,-,+,-0.0008273856311999,1e-06
2004-12-27,cash,+++++--++-,-,+,-0.0056105637153289,1e-06
2004-12-28,spy,++++--++--,+,+,0.0044761349325212,1e-06
2004-12-29,spy,+++--++--+,+,+,0.0023125105307444,1e-06
2004-12-30,cash,++--++--++,-,+,-0.0022240878835852,1e-06
2004-12-31,cash,+--++--++-,-,+,-0.0035449323524938,1e-06
2005-01-03,cash,--++--++--,-,+,-0.010365206746805,1e-06
2005-01-04,cash,-++--++---,-,+,-0.013531440028278,1e-06
2005-01-05,cash,++--++----,-,+,-0.0061478502667364,1e-06
2005-01-06,spy,+--++-----,+,+,0.0014353104140589,1e-06
2005-01-07,cash,--++-----+,-,+,-0.0044548942914917,1e-06
2005-01-10,spy,-++-----+-,+,+,0.005577181701315,1e-06
2005-01-11,cash,++-----+-+,-,+,-0.0038772680954075,1e-06
2005-01-12,spy,+-----+-+-,+,+,0.001435795327318,1e-06
2005-01-13,cash,-----+-+-+,-,+,-0.0085974093755381,1e-06
2005-01-14,spy,----+-+-+-,+,+,0.0022886889910366,1e-06
2005-01-18,spy,---+-+-+-+,+,+,0.0120287855335567,1e-06
2005-01-19,cash,--+-+-+-++,-,+,-0.0101314500659866,1e-06
2005-01-20,cash,-+-+-+-++-,-,+,-0.0033081634716055,1e-06
2005-01-21,cash,+-+-+-++--,-,+,-0.0085745999522895,1e-06
2005-01-24,cash,-+-+-++---,-,+,-0.0046117798532893,1e-06
2005-01-25,cash,+-+-++----,-,+,-0.0002566624561755,1e-06
2005-01-26,cash,-+-++-----,-,+,-0.0007671014159966,1e-06
2005-01-27,spy,+-++------,+,+,0.0020479380388231,1e-06
2005-01-28,cash,-++------+,-,+,-0.0005106609897407,1e-06
2005-01-31,spy,++------+-,+,+,0.0017804723976325,1e-06
2005-02-01,spy,+------+-+,+,+,0.0055814263180496,1e-06
2005-02-02,spy,------+-++,+,+,0.0017638089096155,1e-06
2005-02-03,cash,-----+-+++,-,+,-0.0008398998502572,1e-06
2005-02-04,spy,----+-+++-,+,+,0.0103361626633075,1e-06
2005-02-07,cash,---+-+++-+,-,+,-0.0014968840347258,1e-06
2005-02-08,spy,--+-+++-+-,+,+,0.0003328694028197,1e-06
2005-02-09,cash,-+-+++-+-+,-,+,-0.0092177431259737,1e-06
2005-02-10,spy,+-+++-+-+-,+,+,0.0006685124453617,1e-06
2005-02-11,spy,-+++-+-+-+,+,+,0.0089390118805674,1e-06
2005-02-14,cash,+++-+-+-++,-,+,-8.287460459141745e-05,1e-06
2005-02-15,spy,++-+-+-++-,+,+,0.0027317400109565,1e-06
2005-02-16,spy,+-+-+-++-+,+,+,0.0023153789679176,1e-06
2005-02-17,cash,-+-+-++-++,-,+,-0.0082487830760486,1e-06
2005-02-18,spy,+-+-++-++-,+,+,0.0012475177024608,1e-06
2005-02-22,cash,-+-++-++-+,-,+,-0.0108423939550761,1e-06
2005-02-23,spy,+-++-++-+-,+,+,0.0043722916146648,1e-06
2005-02-24,spy,-++-++-+-+,+,+,0.008386447651085,1e-06
2005-02-25,spy,++-++-+-++,+,+,0.0096449962125799,1e-06
2005-02-28,cash,+-++-+-+++,-,+,-0.004292234964189,1e-06
2005-03-01,spy,-++-+-+++-,+,+,0.003393508220038,1e-06
2005-03-02,spy,++-+-+++-+,+,+,0.0033951310488743,1e-06
2005-03-03,cash,+-+-+++-++,-,+,-0.0036166564866156,1e-06
2005-03-04,spy,-+-+++-++-,+,+,0.0055714894565583,1e-06
2005-03-07,spy,+-+++-++-+,+,+,0.0010598177852339,1e-06
2005-03-08,cash,-+++-++-++,-,+,-0.0027716340015133,1e-06
2005-03-09,cash,+++-++-++-,-,+,-0.0081987373123864,1e-06
2005-03-10,spy,++-++-++--,+,+,0.0003300405654665,1e-06
2005-03-11,cash,+-++-++--+,-,+,-0.0075838610787288,1e-06
2005-03-14,spy,-++-++--+-,+,+,0.0043943186851405,1e-06
2005-03-15,cash,++-++--+-+,-,+,-0.010541910711577,1e-06
2005-03-16,cash,+-++--+-+-,-,+,-0.0048453986336436,1e-06
2005-03-17,spy,-++--+-+--,+,+,0.0004191019426788,1e-06
2005-03-18,cash,++--+-+--+,-,+,-0.0047854898153252,1e-06
2005-03-21,cash,+--+-+--+-,-,+,-0.0051385781741729,1e-06
2005-03-22,cash,--+-+--+--,-,+,-0.0124186971918066,1e-06
2005-03-23,spy,-+-+--+---,+,+,0.0004275592395264,1e-06
2005-03-24,cash,+-+--+---+,-,+,-0.0027243291104922,1e-06
2005-03-28,cash,-+--+---+-,-,+,-0.0009368132521454,1e-06
2005-03-29,cash,+--+---+--,-,+,-0.0052074493215804,1e-06
2005-03-30,spy,--+---+---,+,+,0.0119883673618183,1e-06
2005-03-31,cash,-+---+---+,-,+,-0.0019460474844107,1e-06
2005-04-01,cash,+---+---+-,-,+,-0.0101154596309966,1e-06
2005-04-04,spy,---+---+--,+,+,0.0023005848812392,1e-06
2005-04-05,spy,--+---+--+,+,+,0.0034810975238475,1e-06
2005-04-06,spy,-+---+--++,+,+,0.0012663700273833,1e-06
2005-04-07,spy,+---+--+++,+,+,0.0070094939277985,1e-06
2005-04-08,cash,---+--++++,-,+,-0.0098178919771956,1e-06
2005-04-11,cash,--+--++++-,-,+,-0.0016907986819574,1e-06
2005-04-12,spy,-+--++++--,+,+,0.0068707911000708,1e-06
2005-04-13,cash,+--++++--+,-,+,-0.0106274842508598,1e-06
2005-04-14,cash,--++++--+-,-,+,-0.0138841981399224,1e-06
2005-04-15,cash,-++++--+--,-,+,-0.0137376565339331,1e-06
2005-04-18,spy,++++--+---,+,+,0.0033298041033332,1e-06
2005-04-19,spy,+++--+---+,+,+,0.0026933552745266,1e-06
2005-04-20,cash,++--+---++,-,+,-0.013693831160265,1e-06
2005-04-21,spy,+--+---++-,+,+,0.0106281140427981,1e-06
2005-04-22,cash,--+---++-+,-,+,-0.0014687936070761,1e-06
2005-04-25,spy,-+---++-+-,+,+,0.0040566305733398,1e-06
2005-04-26,cash,+---++-+-+,-,+,-0.0065540026063369,1e-06
2005-04-27,spy,---++-+-+-,+,+,0.0068779462940046,1e-06
2005-04-28,cash,--++-+-+-+,-,+,-0.0092825516264867,1e-06
2005-04-29,spy,-++-+-+-+-,+,+,0.0059094490916763,1e-06
2005-05-02,spy,++-+-+-+-+,+,+,0.0028431276981333,1e-06
2005-05-03,spy,+-+-+-+-++,+,+,0.0045661995407113,1e-06
2005-05-04,spy,-+-+-+-+++,+,+,0.0072867420746027,1e-06
2005-05-05,cash,+-+-+-++++,-,+,-0.0017846442401668,1e-06
2005-05-06,cash,-+-+-++++-,-,+,-0.0071229031214399,1e-06
2005-05-09,spy,+-+-++++--,+,+,0.0052043393491705,1e-06
2005-05-10,cash,-+-++++--+,-,+,-0.0064758191230226,1e-06
2005-05-11,spy,+-++++--+-,+,+,0.0026511379268338,1e-06
2005-05-12,cash,-++++--+-+,-,+,-0.0116774867895134,1e-06
2005-05-13,cash,++++--+-+-,-,+,-0.0049871179349545,1e-06
2005-05-16,spy,+++--+-+--,+,+,0.0095073995897139,1e-06
2005-05-17,spy,++--+-+--+,+,+,0.0100506668854795,1e-06
2005-05-18,spy,+--+-+--++,+,+,0.0059277212240213,1e-06
2005-05-19,spy,--+-+--+++,+,+,0.0022685622590854,1e-06
2005-05-20,cash,-+-+--++++,-,+,-0.0018434187871576,1e-06
2005-05-23,spy,+-+--++++-,+,+,0.0047814755406575,1e-06
2005-05-24,spy,-+--++++-+,+,+,0.0005023238225667,1e-06
2005-05-25,spy,+--++++-++,+,+,0.0005027665584871,1e-06
2005-05-26,spy,--++++-+++,+,+,0.0021704827969223,1e-06
2005-05-27,spy,-++++-++++,+,+,0.001582562429368,1e-06
2005-05-31,cash,++++-+++++,-,+,-0.0049966561040301,1e-06
2005-06-01,spy,+++-+++++-,+,+,0.0081994928418569,1e-06
2005-06-02,spy,++-+++++-+,+,+,0.0044082073068187,1e-06
2005-06-03,cash,+-+++++-++,-,+,-0.0033181378328722,1e-06
2005-06-06,spy,-+++++-++-,+,+,0.0007503457238435,1e-06
2005-06-07,cash,+++++-++-+,-,+,-0.0021596655664808,1e-06
2005-06-08,cash,++++-++-+-,-,+,-0.0043178331125858,1e-06
2005-06-09,spy,+++-++-+--,+,+,0.0061801027757323,1e-06
2005-06-10,cash,++-++-+--+,-,+,-0.0029860701529675,1e-06
2005-06-13,spy,+-++-+--+-,+,+,0.0053359961365774,1e-06
2005-06-14,spy,-++-+--+-+,+,+,0.0034039325238468,1e-06
2005-06-15,cash,++-+--+-++,-,+,-0.0005778088651597,1e-06
2005-06-16,spy,+-+--+-++-,+,+,0.0028085575263669,1e-06
2005-06-17,cash,-+--+-++-+,-,+,-0.0014809964112217,1e-06
2005-06-20,spy,+--+-++-+-,+,+,0.0026428781795917,1e-06
2005-06-21,cash,--+-++-+-+,-,+,-0.0002469035333076,1e-06
2005-06-22,cash,-+-++-+-+-,-,+,-0.0009040155331663,1e-06
2005-06-23,cash,+-++-+-+--,-,+,-0.0120342819662481,1e-06
2005-06-24,cash,-++-+-+---,-,+,-0.0075074567659678,1e-06
2005-06-27,spy,++-+-+----,+,+,0.0015129890168014,1e-06
2005-06-28,spy,+-+-+----+,+,+,0.0062814069549022,1e-06
2005-06-29,cash,-+-+----++,-,+,-0.0044861751533247,1e-06
2005-06-30,cash,+-+----++-,-,+,-0.0086508143816941,1e-06
2005-07-01,spy,-+----++--,+,+,0.0006697516374935,1e-06
2005-07-05,spy,+----++--+,+,+,0.0103983049372707,1e-06
2005-07-06,cash,----++--++,-,+,-0.0075587344241907,1e-06
2005-07-07,spy,---++--++-,+,+,0.014033274324685,1e-06
2005-07-08,spy,--++--++-+,+,+,0.0112528003699655,1e-06
2005-07-11,spy,-++--++-++,+,+,0.005027615603278,1e-06
2005-07-12,spy,++--++-+++,+,+,0.0022133312336185,1e-06
2005-07-13,spy,+--++-++++,+,+,0.0013086093604505,1e-06
2005-07-14,cash,--++-+++++,-,+,-0.0005691957465723,1e-06
2005-07-15,spy,-++-+++++-,+,+,0.0004071620000856,1e-06
2005-07-18,cash,++-+++++-+,-,+,-0.0012245022520727,1e-06
2005-07-19,spy,+-+++++-+-,+,+,0.0025262615997605,1e-06
2005-07-20,spy,-+++++-+-+,+,+,0.006933731372116,1e-06
2005-07-21,cash,+++++-+-++,-,+,-0.0067179426188033,1e-06
2005-07-22,spy,++++-+-++-,+,+,0.0053711236723763,1e-06
2005-07-25,cash,+++-+-++-+,-,+,-0.0017826854726094,1e-06
2005-07-26,spy,++-+-++-+-,+,+,0.0008925827960779,1e-06
2005-07-27,spy,+-+-++-+-+,+,+,0.0023481855508286,1e-06
2005-07-28,spy,-+-++-+-++,+,+,0.0049209471995548,1e-06
2005-07-29,cash,+-++-+-+++,-,+,-0.0053854656266994,1e-06
2005-08-01,cash,-++-+-+++-,-,+,-0.0014536081927977,1e-06
2005-08-02,spy,++-+-+++--,+,+,0.004197922269609,1e-06
2005-08-03,spy,+-+-+++--+,+,+,0.0037827060016348,1e-06
2005-08-04,cash,-+-+++--++,-,+,-0.0041053056624746,1e-06
2005-08-05,cash,+-+++--++-,-,+,-0.0046172515910486,1e-06
2005-08-08,cash,-+++--++--,-,+,-0.0040600892716589,1e-06
2005-08-09,spy,+++--++---,+,+,0.0026816336551409,1e-06
2005-08-10,cash,++--++---+,-,+,-0.0039573402114134,1e-06
2005-08-11,spy,+--++---+-,+,+,0.004461775506901,1e-06
2005-08-12,cash,--++---+-+,-,+,-0.0041272326413368,1e-06
2005-08-15,spy,-++---+-+-,+,+,0.0048693269613463,1e-06
2005-08-16,cash,++---+-+-+,-,+,-0.0099643821500849,1e-06
2005-08-17,spy,+---+-+-+-,+,+,8.179480019840546e-05,1e-06
2005-08-18,spy,---+-+-+-+,+,+,0.0011470658430796,1e-06
2005-08-19,cash,--+-+-+-++,-,+,-0.0013047055067954,1e-06
2005-08-22,cash,-+-+-+-++-,-,+,-0.0008973781098744,1e-06
2005-08-23,cash,+-+-+-++--,-,+,-0.0021224664182079,1e-06
2005-08-24,cash,-+-+-++---,-,+,-0.0064786034091392,1e-06
2005-08-25,spy,+-+-++----,+,+,0.0019777327300149,1e-06
2005-08-26,cash,-+-++----+,-,+,-0.0059269114323911,1e-06
2005-08-29,spy,+-++----+-,+,+,0.0106303358555553,1e-06
2005-08-30,cash,-++----+-+,-,+,-0.0016494593669458,1e-06
2005-08-31,spy,++----+-+-,+,+,0.0114695879333815,1e-06
2005-09-01,cash,+----+-+-+,-,+,-0.000244848025782,1e-06
2005-09-02,cash,----+-+-+-,-,+,-0.0047212196846454,1e-06
2005-09-06,spy,---+-+-+--,+,+,0.008478666680931,1e-06
2005-09-07,spy,--+-+-+--+,+,+,0.0022648743420858,1e-06
2005-09-08,cash,-+-+-+--++,-,+,-0.0012938998655262,1e-06
2005-09-09,spy,+-+-+--++-,+,+,0.0062181751730645,1e-06
2005-09-12,cash,-+-+--++-+,-,+,-0.0008035233151727,1e-06
2005-09-13,cash,+-+--++-+-,-,+,-0.0037863014719083,1e-06
2005-09-14,cash,-+--++-+--,-,+,-0.0042831646068102,1e-06
2005-09-15,cash,+--++-+---,-,+,-0.0035601167169613,1e-06
2005-09-16,spy,--++-+----,+,+,0.0016220352254025,1e-06
2005-09-19,cash,-++-+----+,-,+,-0.0030777102053578,1e-06
2005-09-20,cash,++-+----+-,-,+,-0.009334366274112,1e-06
2005-09-21,cash,+-+----+--,-,+,-0.0072255295738796,1e-06
2005-09-22,spy,-+----+---,+,+,0.0032244679577406,1e-06
2005-09-23,spy,+----+---+,+,+,0.0016496583731505,1e-06
2005-09-26,cash,----+---++,-,+,-0.0036059238167232,1e-06
2005-09-27,spy,---+---++-,+,+,0.0002469256872969,1e-06
2005-09-28,cash,--+---++-+,-,+,-0.0021323885473609,1e-06
2005-09-29,spy,-+---++-+-,+,+,0.0091320492182867,1e-06
2005-09-30,spy,+---++-+-+,+,+,0.0034252011053475,1e-06
2005-10-03,cash,---++-+-++,-,+,-0.0029277863779442,1e-06
2005-10-04,cash,--++-+-++-,-,+,-0.0127860549158582,1e-06
2005-10-05,cash,-++-+-++--,-,+,-0.0133608473944909,1e-06
2005-10-06,cash,++-+-++---,-,+,-0.0048422260558157,1e-06
2005-10-07,cash,+-+-++----,-,+,-0.0007518491243532,1e-06
2005-10-10,cash,-+-++-----,-,+,-0.0090240794477001,1e-06
2005-10-11,cash,+-++------,-,+,-0.0047062574052222,1e-06
2005-10-12,cash,-++-------,-,+,-0.0075175217014677,1e-06
2005-10-13,cash,++--------,-,+,-0.0002553957051821,1e-06
2005-10-14,spy,+---------,+,+,0.0046562428849858,1e-06
2005-10-17,spy,---------+,+,+,0.0026094069918389,1e-06
2005-10-18,cash,--------++,-,+,-0.0094165354262018,1e-06
2005-10-19,spy,-------++-,+,+,0.0194042449301861,1e-06
2005-10-20,cash,------++-+,-,+,-0.015231397835484,1e-06
2005-10-21,cash,-----++-+-,-,+,-0.0013526389455659,1e-06
2005-10-24,spy,----++-+--,+,+,0.0128334735877632,1e-06
2005-10-25,cash,---++-+--+,-,+,0.0,1e-06
2005-10-26,cash,--++-+--+-,-,+,-0.0011714449598022,1e-06
2005-10-27,cash,-++-+--+--,-,+,-0.0092281753547252,1e-06
2005-10-28,spy,++-+--+---,+,+,0.0115680380228974,1e-06
2005-10-31,cash,+-+--+---+,-,+,-0.0013301493132561,1e-06
2005-11-01,cash,-+--+---+-,-,+,-0.0007464253269067,1e-06
2005-11-02,spy,+--+---+--,+,+,0.0131480557138178,1e-06
2005-11-03,spy,--+---+--+,+,+,0.0009823587039585,1e-06
2005-11-04,cash,-+---+--++,-,+,-0.0023692884960138,1e-06
2005-11-07,cash,+---+--++-,-,+,-0.0011440662458622,1e-06
2005-11-08,spy,---+--++--,+,+,0.0024604531371027,1e-06
2005-11-09,spy,--+--++--+,+,+,0.002539298443186,1e-06
2005-11-10,spy,-+--++--++,+,+,0.0081739417192567,1e-06
2005-11-11,spy,+--++--+++,+,+,0.0033239048818909,1e-06
2005-11-14,cash,--++--++++,-,+,-0.0008078073623194,1e-06
2005-11-15,cash,-++--++++-,-,+,-0.0025091475542773,1e-06
2005-11-16,spy,++--++++--,+,+,0.0009726441964501,1e-06
2005-11-17,spy,+--++++--+,+,+,0.0077619589432721,1e-06
2005-11-18,spy,--++++--++,+,+,0.0005597288996541,1e-06
2005-11-21,spy,-++++--+++,+,+,0.0048741558363099,1e-06
2005-11-22,spy,++++--++++,+,+,0.0058936405507552,1e-06
2005-11-23,spy,+++--+++++,+,+,0.0061782081528465,1e-06
2005-11-25,spy,++--++++++,+,+,0.0011812402938969,1e-06
2005-11-28,cash,+--+++++++,-,+,-0.0080156907117202,1e-06
2005-11-29,cash,--+++++++-,-,+,-0.004421675335502,1e-06
2005-11-30,cash,-+++++++--,-,+,-0.005944831786853,1e-06
2005-12-01,spy,+++++++---,+,+,0.0053166625629862,1e-06
2005-12-02,spy,++++++---+,+,+,0.0006310785925153,1e-06
2005-12-05,cash,+++++---++,-,+,-0.0009470806635971,1e-06
2005-12-06,cash,++++---++-,-,+,-0.001810337279881,1e-06
2005-12-07,cash,+++---++--,-,+,-0.0054428873572858,1e-06
2005-12-08,cash,++---++---,-,+,-0.0017429980872717,1e-06
2005-12-09,spy,+---++----,+,+,0.0013474806912705,1e-06
2005-12-12,cash,---++----+,-,+,-0.0020519464770663,1e-06
2005-12-13,spy,--++----+-,+,+,0.0070400205864507,1e-06
2005-12-14,spy,-++----+-+,+,+,0.0048745585760415,1e-06
2005-12-15,cash,++----+-++,-,+,-0.0031288634851581,1e-06
2005-12-16,cash,+----+-++-,-,+,-0.0072281440742357,1e-06
2005-12-19,cash,----+-++--,-,+,-0.0080486407752085,1e-06
2005-12-20,cash,---+-++---,-,+,-0.000238350382579,1e-06
2005-12-21,cash,--+-++----,-,+,-0.0015053275199547,1e-06
2005-12-22,spy,-+-++-----,+,+,0.0030085099371189,1e-06
2005-12-23,cash,+-++-----+,-,+,-0.0001577271119967,1e-06
2005-12-27,cash,-++-----+-,-,+,-0.0117359630947867,1e-06
2005-12-28,spy,++-----+--,+,+,7.954617783042562e-05,1e-06
2005-12-29,cash,+-----+--+,-,+,-0.0042157077167574,1e-06
2005-12-30,cash,-----+--+-,-,+,-0.0023237252278517,1e-06
2006-01-03,spy,----+--+--,+,+,0.0120616221534357,1e-06
2006-01-04,spy,---+--+--+,+,+,0.0034684095797674,1e-06
2006-01-05,spy,--+--+--++,+,+,0.0018088535177268,1e-06
2006-01-06,spy,-+--+--+++,+,+,0.0032807229724148,1e-06
2006-01-09,spy,+--+--++++,+,+,0.0027254797422997,1e-06
2006-01-10,spy,--+--+++++,+,+,0.0039722292176991,1e-06
2006-01-11,spy,-+--++++++,+,+,0.0022476614209406,1e-06
2006-01-12,cash,+--+++++++,-,+,-0.0021691879092421,1e-06
2006-01-13,spy,--+++++++-,+,+,0.0008554510795441,1e-06
2006-01-17,spy,-+++++++-+,+,+,0.0010140786732232,1e-06
2006-01-18,spy,+++++++-++,+,+,0.0018811558263445,1e-06
2006-01-19,spy,++++++-+++,+,+,0.001404766010474,1e-06
2006-01-20,cash,+++++-++++,-,+,-0.0180074647690639,1e-06
